대지위치,건축면적,주구조,용도,지붕구조,사용승인년도
대전광역시 유성구 봉산동 668-1,93.76,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1996
대전광역시 유성구 봉산동 670-1,32.76,경량철골구조,제1종근린생활시설,기타지붕,2001
대전광역시 유성구 봉산동 671-1,89.93,철근콘크리트구조,단독주택,(철근)콘크리트,2007
대전광역시 유성구 봉산동 672-1,179.91,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 봉산동 674-1,107.85,일반목구조,단독주택,슬레이트,1985
대전광역시 유성구 봉산동 674-2,81.68,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 유성구 봉산동 674-3,316.96,철근콘크리트구조,공동주택,(철근)콘크리트,2013
대전광역시 유성구 봉산동 674-5,59.82,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2013
대전광역시 유성구 봉산동 675,11.07,경량철골구조,제1종근린생활시설,기타지붕,2023
대전광역시 유성구 봉산동 677,124.47,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2010
대전광역시 유성구 봉산동 677-1,32.9,경량철골구조,제2종근린생활시설,기타지붕,2019
대전광역시 유성구 봉산동 679-2,126.72,블록구조,단독주택,슬레이트,1991
대전광역시 유성구 봉산동 680,225.3,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 680-1,344.55,벽돌구조,단독주택,(철근)콘크리트,1989
대전광역시 유성구 봉산동 681-6,54.44,경량철골구조,제1종근린생활시설,기타지붕,2014
대전광역시 유성구 봉산동 682-1,451.72,일반철골구조,제1종근린생활시설,기타지붕,2019
대전광역시 유성구 봉산동 682-2,73.71,일반목구조,단독주택,기타지붕,1980
대전광역시 유성구 봉산동 684-1,119.6,경량철골구조,제2종근린생활시설,기타지붕,2007
대전광역시 유성구 봉산동 685,215.54,벽돌구조,위험물저장및처리시설,기타지붕,2001
대전광역시 유성구 봉산동 688-1,329.84,일반철골구조,제1종근린생활시설,기타지붕,2012
대전광역시 유성구 봉산동 688-2,212.55,경량철골구조,제1종근린생활시설,기타지붕,2017
대전광역시 유성구 봉산동 691-1,168.27,일반철골구조,위험물저장및처리시설,기타지붕,2005
대전광역시 유성구 봉산동 692,140.17,경량철골구조,제1종근린생활시설,기타지붕,2002
대전광역시 유성구 봉산동 693,37.0,일반철골구조,제1종근린생활시설,기타지붕,2023
대전광역시 유성구 봉산동 697,358.25,일반철골구조,제2종근린생활시설,(철근)콘크리트,2022
대전광역시 유성구 봉산동 698,337.9,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2008
대전광역시 유성구 봉산동 705,720.6800000000001,철근콘크리트구조,자동차관련시설,(철근)콘크리트,2002
대전광역시 유성구 봉산동 705-2,96.0,경량철골구조,제1종근린생활시설,기타지붕,2020
대전광역시 유성구 봉산동 708-1,138.59,경량철골구조,제2종근린생활시설,기타지붕,1996
대전광역시 유성구 봉산동 709-1,255.33,일반철골구조,창고시설,기타지붕,2015
대전광역시 유성구 봉산동 709-16,113.89,경량철골구조,제2종근린생활시설,기타지붕,2003
대전광역시 유성구 봉산동 709-17,68.95,경량철골구조,단독주택,기타지붕,2022
대전광역시 유성구 봉산동 709-2,58.8,경량철골구조,제2종근린생활시설,기타지붕,2005
대전광역시 유성구 봉산동 709-4,90.0,경량철골구조,단독주택,기타지붕,2021
대전광역시 유성구 봉산동 709-6,24.97,경량철골구조,단독주택,기타지붕,2021
대전광역시 유성구 봉산동 710-1,288.23,철근콘크리트구조,창고시설,(철근)콘크리트,1996
대전광역시 유성구 봉산동 714,2456.76,일반철골구조,공장,(철근)콘크리트,1991
대전광역시 유성구 봉산동 717,229.68,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 봉산동 717-1,116.84,통나무구조,단독주택,기타지붕,2013
대전광역시 유성구 봉산동 718,31.98,경량철골구조,제1종근린생활시설,기타지붕,2010
대전광역시 유성구 봉산동 719-1,91.2,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 봉산동 719-2,117.45,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 봉산동 719-21,93.22,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 봉산동 719-4,177.25,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2023
대전광역시 유성구 봉산동 723,195.62,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2013
대전광역시 유성구 봉산동 723-3,102.77,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1994
대전광역시 유성구 봉산동 728-2,56.19,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 728-4,117.99,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 유성구 봉산동 731,112.98,기타조적구조,단독주택,기타지붕,2009
대전광역시 유성구 봉산동 732,250.7,강파이프구조,제2종근린생활시설,기타지붕,2009
대전광역시 유성구 봉산동 734,115.2,경량철골구조,제1종근린생활시설,기타지붕,2009
대전광역시 유성구 봉산동 734-3,136.8,경량철골구조,제1종근린생활시설,기타지붕,2009
대전광역시 유성구 봉산동 734-4,130.5,경량철골구조,단독주택,기타지붕,2009
대전광역시 유성구 봉산동 735-1,133.79,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2022
대전광역시 유성구 봉산동 738,113.07,철근콘크리트구조,단독주택,(철근)콘크리트,2007
대전광역시 유성구 봉산동 739-1,99.68,경량철골구조,제1종근린생활시설,기타지붕,2023
대전광역시 유성구 봉산동 739-4,76.22,벽돌구조,단독주택,(철근)콘크리트,2007
대전광역시 유성구 봉산동 741,45.0,경량철골구조,동.식물관련시설,기타지붕,2006
대전광역시 유성구 봉산동 753,28.89,벽돌구조,단독주택,슬레이트,1992
대전광역시 유성구 봉산동 755,96.0,경량철골구조,제1종근린생활시설,기타지붕,2008
대전광역시 유성구 봉산동 756-1,77.6,기타강구조,제2종근린생활시설,기타지붕,2004
대전광역시 유성구 봉산동 757-7,449.5,철골콘크리트구조,자동차관련시설,(철근)콘크리트,2002
대전광역시 유성구 봉산동 758,94.62,일반철골구조,제2종근린생활시설,기타지붕,2003
대전광역시 유성구 봉산동 759,99.0,경량철골구조,제2종근린생활시설,기타지붕,2013
대전광역시 유성구 봉산동 760,98.55,경량철골구조,제2종근린생활시설,기타지붕,2013
대전광역시 유성구 봉산동 765,54.0,컨테이너조,제2종근린생활시설,기타지붕,2022
대전광역시 유성구 봉산동 767-1,177.44,경량철골구조,단독주택,기타지붕,1992
대전광역시 유성구 봉산동 767-2,27.0,경량철골구조,제2종근린생활시설,(철근)콘크리트,2002
대전광역시 유성구 봉산동 776-10,26.44,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 780,315.93,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2024
대전광역시 유성구 봉산동 782-1,63.51,벽돌구조,제2종근린생활시설,(철근)콘크리트,1991
대전광역시 유성구 봉산동 783,78.69,벽돌구조,단독주택,(철근)콘크리트,1986
대전광역시 유성구 봉산동 785,114.75,철근콘크리트구조,동.식물관련시설,기타지붕,2016
대전광역시 유성구 봉산동 787-2,89.72,경량철골구조,창고시설,기타지붕,2020
대전광역시 유성구 봉산동 792-3,78.52,철근콘크리트구조,노유자시설,기타지붕,2013
대전광역시 유성구 봉산동 796-16,3463.46,경량철골구조,교육연구시설,기타지붕,2014
대전광역시 유성구 봉산동 796-3,40.26,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 796-4,60.49,블록구조,단독주택,슬레이트,1981
대전광역시 유성구 봉산동 796-6,73.79,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 797-1,880.67,블록구조,창고시설,슬레이트,1993
대전광역시 유성구 봉산동 797-5,269.23,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2024
대전광역시 유성구 봉산동 801-1,539.225,철근콘크리트구조,수련시설,(철근)콘크리트,2022
대전광역시 유성구 봉산동 801-4,489.0,경량철골구조,제1종근린생활시설,기타지붕,1996
대전광역시 유성구 봉산동 820,62.81,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 826-2,39.6,경량철골구조,창고시설,기타지붕,2006
대전광역시 유성구 봉산동 831,72.38,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 835,36.6,기타조적구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 839,3320.52,철근콘크리트구조,업무시설,(철근)콘크리트,2020
대전광역시 유성구 봉산동 879,236.98,일반목구조,단독주택,기와,1980
대전광역시 유성구 봉산동 892,54.21,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 894,40.99,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 899,141.15,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 923,36.36,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 924-2,33.05,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 봉산동 938-1,553.29,철근콘크리트구조,종교시설,(철근)콘크리트,2010
대전광역시 유성구 봉산동 938-3,126.235,철근콘크리트구조,단독주택,(철근)콘크리트,1995
대전광역시 유성구 봉산동 938-5,104.31,철근콘크리트구조,단독주택,(철근)콘크리트,2010
대전광역시 유성구 봉산동 946-1,118.05,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1998
대전광역시 유성구 봉산동 946-9,141.69,일반철골구조,제2종근린생활시설,기와,2003
대전광역시 유성구 봉산동 953,194.04,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2004
대전광역시 유성구 봉산동 969-8,1037.5,경량철골구조,동.식물관련시설,기타지붕,2006
대전광역시 유성구 봉산동 973-124,66.1,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 133,52.89,블록구조,단독주택,기와,1980
대전광역시 유성구 상대동 138-14,3835.19,철근콘크리트구조,교육연구시설,(철근)콘크리트,2009
대전광역시 유성구 상대동 202-2,39.67,벽돌구조,단독주택,기와,1980
대전광역시 유성구 상대동 209,231.41,블록구조,단독주택,기와,1980
대전광역시 유성구 상대동 209-1,246.6,벽돌구조,단독주택,기와,1980
대전광역시 유성구 상대동 209-16,114.05,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 상대동 209-22,460.2,철근콘크리트구조,종교시설,(철근)콘크리트,1998
대전광역시 유성구 상대동 209-4,511.4,철근콘크리트구조,교육연구시설,(철근)콘크리트,2012
대전광역시 유성구 상대동 210,36.36,벽돌구조,단독주택,기와,1980
대전광역시 유성구 상대동 228-3,54.87,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 234-1,3572.38,경량철골구조,교육연구시설,기타지붕,1998
대전광역시 유성구 상대동 253,53.88,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 278-3,72.73,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 317,41.04,블록구조,단독주택,슬레이트,1983
대전광역시 유성구 상대동 318,214.27,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 319-2,72.73,일반목구조,단독주택,기타지붕,1980
대전광역시 유성구 상대동 327,19.83,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 339,49.59,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 349,26.45,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 374-14,90.04,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2016
대전광역시 유성구 상대동 374-2,38.33,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2017
대전광역시 유성구 상대동 374-4,74.4,일반철골구조,제1종근린생활시설,기타지붕,2015
대전광역시 유성구 상대동 376-3,136.49,경량철골구조,단독주택,기타지붕,2005
대전광역시 유성구 상대동 376-4,36.36,일반목구조,단독주택,기타지붕,1980
대전광역시 유성구 상대동 377,99.21,경량철골구조,단독주택,기타지붕,2005
대전광역시 유성구 상대동 377-2,88.2,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2005
대전광역시 유성구 상대동 378,30.08,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 379-2,39.04,일반목구조,단독주택,기타지붕,2004
대전광역시 유성구 상대동 383,50.8,일반철골구조,제1종근린생활시설,기타지붕,2023
대전광역시 유성구 상대동 422,52.56,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 상대동 438-1,94.88,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 유성구 상대동 438-10,97.56,벽돌구조,단독주택,(철근)콘크리트,1997
대전광역시 유성구 상대동 438-11,94.94,벽돌구조,단독주택,(철근)콘크리트,1998
대전광역시 유성구 상대동 438-13,175.5,철근콘크리트구조,단독주택,(철근)콘크리트,2010
대전광역시 유성구 상대동 438-14,60.03,경량철골구조,제2종근린생활시설,기타지붕,2003
대전광역시 유성구 상대동 438-15,76.26,벽돌구조,단독주택,(철근)콘크리트,1995
대전광역시 유성구 상대동 438-16,751.9444000000001,벽돌구조,공동주택,기타지붕,2002
대전광역시 유성구 상대동 438-2,101.75,벽돌구조,단독주택,기와,1988
대전광역시 유성구 상대동 438-21,76.47,철근콘크리트구조,단독주택,(철근)콘크리트,2010
대전광역시 유성구 상대동 438-22,100.22,철근콘크리트구조,단독주택,(철근)콘크리트,2020
대전광역시 유성구 상대동 438-23,90.78,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 유성구 상대동 438-24,143.85,철근콘크리트구조,단독주택,(철근)콘크리트,1998
대전광역시 유성구 상대동 438-3,198.21,벽돌구조,단독주택,(철근)콘크리트,1994
대전광역시 유성구 상대동 438-4,123.15,철근콘크리트구조,단독주택,(철근)콘크리트,1997
대전광역시 유성구 상대동 438-5,87.34,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 438-7,59.64,경량철골구조,단독주택,기타지붕,1997
대전광역시 유성구 상대동 438-8,115.34,벽돌구조,단독주택,(철근)콘크리트,1995
대전광역시 유성구 상대동 438-9,102.3,벽돌구조,단독주택,기와,1991
대전광역시 유성구 상대동 439-1,141.52,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2010
대전광역시 유성구 상대동 439-2,379.94,철근콘크리트구조,교육연구시설,(철근)콘크리트,1996
대전광역시 유성구 상대동 439-3,521.73,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2012
대전광역시 유성구 상대동 440-1,300.2,철골철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2002
대전광역시 유성구 상대동 440-10,420.5,벽돌구조,제2종근린생활시설,,1994
대전광역시 유성구 상대동 440-11,133.16,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2002
대전광역시 유성구 상대동 440-12,140.0,경량철골구조,창고시설,기타지붕,2005
대전광역시 유성구 상대동 440-13,199.18,철근콘크리트구조,공동주택,(철근)콘크리트,1997
대전광역시 유성구 상대동 440-2,193.35,철근콘크리트구조,단독주택,(철근)콘크리트,2005
대전광역시 유성구 상대동 440-3,90.2,경량철골구조,단독주택,기타지붕,2007
대전광역시 유성구 상대동 440-4,130.32,일반철골구조,제2종근린생활시설,기타지붕,2013
대전광역시 유성구 상대동 440-5,121.285,경량철골구조,제2종근린생활시설,기타지붕,2007
대전광역시 유성구 상대동 440-6,123.56,철근콘크리트구조,단독주택,(철근)콘크리트,2001
대전광역시 유성구 상대동 440-7,236.22,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2018
대전광역시 유성구 상대동 440-8,163.2,경량철골구조,제1종근린생활시설,기타지붕,2003
대전광역시 유성구 상대동 441-1,222.425,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2010
대전광역시 유성구 상대동 441-10,135.84,철근콘크리트구조,단독주택,(철근)콘크리트,2011
대전광역시 유성구 상대동 441-11,135.79,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 상대동 441-12,165.73,벽돌구조,단독주택,슬레이트,1977
대전광역시 유성구 상대동 441-13,130.36,경량철골구조,제2종근린생활시설,기타지붕,2006
대전광역시 유성구 상대동 441-14,113.14,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 유성구 상대동 441-15,104.66,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 유성구 상대동 441-16,55.44,경량철골구조,단독주택,기타지붕,1994
대전광역시 유성구 상대동 441-2,180.0,경량철골구조,제2종근린생활시설,기타지붕,1991
대전광역시 유성구 상대동 441-20,132.24,철근콘크리트구조,단독주택,(철근)콘크리트,2003
대전광역시 유성구 상대동 441-3,206.18,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1997
대전광역시 유성구 상대동 441-4,179.01,일반철골구조,제2종근린생활시설,기타지붕,2002
대전광역시 유성구 상대동 441-5,205.2,일반철골구조,제2종근린생활시설,기타지붕,2013
대전광역시 유성구 상대동 441-6,162.68,철근콘크리트구조,제2종근린생활시설,기타지붕,1992
대전광역시 유성구 상대동 441-7,139.44,경량철골구조,제2종근린생활시설,기타지붕,1996
대전광역시 유성구 상대동 441-8,110.58,벽돌구조,단독주택,기와,1992
대전광역시 유성구 상대동 441-9,145.22,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 유성구 상대동 444,1705.51,철근콘크리트구조,공동주택,(철근)콘크리트,2000
대전광역시 유성구 상대동 444-1,340.76,경량철골구조,제2종근린생활시설,기타지붕,2004
대전광역시 유성구 상대동 445,2060.53,철근콘크리트구조,공동주택,(철근)콘크리트,2000
대전광역시 유성구 상대동 451-1,157.08,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 451-2,164.28,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 상대동 451-3,158.04,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 451-4,159.02,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 451-5,167.96,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 상대동 451-6,162.56,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 451-7,165.98,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 상대동 451-8,170.7,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 452-1,154.15,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 452-10,163.21,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 452-11,165.15,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 452-2,156.42,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 452-3,159.32,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 상대동 452-5,149.47,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 상대동 452-6,162.503,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 452-7,169.75,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 상대동 452-8,150.8,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 452-9,170.88,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 453-1,156.14,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 상대동 453-10,179.81,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 상대동 453-11,164.2,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 453-12,168.92,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 상대동 453-2,153.02,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 453-3,167.55,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 453-4,153.02,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 상대동 453-5,162.5075,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 상대동 453-6,166.075,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 453-7,157.81,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 453-8,163.86,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 상대동 453-9,168.84,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 454-2,152.52,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 454-3,153.32,철근콘크리트구조,단독주택,(철근)콘크리트,2011
대전광역시 유성구 상대동 454-4,153.64,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 454-6,152.31,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 상대동 454-7,152.6,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 454-8,148.37,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 상대동 454-9,144.92,철근콘크리트구조,단독주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 455-1,679.5,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2019
대전광역시 유성구 상대동 455-2,314.88,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2012
대전광역시 유성구 상대동 455-3,300.69,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2019
대전광역시 유성구 상대동 455-4,613.93,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2015
대전광역시 유성구 상대동 455-7,288.56,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2011
대전광역시 유성구 상대동 456-1,150.97,철근콘크리트구조,단독주택,(철근)콘크리트,2011
대전광역시 유성구 상대동 456-2,148.84,철근콘크리트구조,단독주택,(철근)콘크리트,2011
대전광역시 유성구 상대동 456-3,148.84,철근콘크리트구조,단독주택,(철근)콘크리트,2011
대전광역시 유성구 상대동 456-4,149.09,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 457,3773.96,경량철골구조,교육연구시설,기타지붕,2014
대전광역시 유성구 상대동 458-2,107.66,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2011
대전광역시 유성구 상대동 458-3,445.59,철근콘크리트구조,종교시설,(철근)콘크리트,2011
대전광역시 유성구 상대동 459-10,134.07,일반목구조,단독주택,기타지붕,2018
대전광역시 유성구 상대동 459-11,144.0,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 상대동 459-12,109.6,철근콘크리트구조,단독주택,(철근)콘크리트,2015
대전광역시 유성구 상대동 459-13,114.96,기타강구조,단독주택,기타지붕,2017
대전광역시 유성구 상대동 459-14,144.9,철근콘크리트구조,단독주택,(철근)콘크리트,2023
대전광역시 유성구 상대동 459-15,141.3,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 상대동 459-16,177.93,철근콘크리트구조,단독주택,(철근)콘크리트,2018
대전광역시 유성구 상대동 459-17,131.71,기타강구조,단독주택,기타지붕,2019
대전광역시 유성구 상대동 459-18,119.1,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-19,139.37,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 상대동 459-2,97.62,철근콘크리트구조,단독주택,기타지붕,2017
대전광역시 유성구 상대동 459-20,140.1,일반목구조,단독주택,기타지붕,2022
대전광역시 유성구 상대동 459-23,117.64,철근콘크리트구조,단독주택,(철근)콘크리트,2022
대전광역시 유성구 상대동 459-24,117.6,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 상대동 459-25,114.6,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 상대동 459-26,167.08,기타강구조,단독주택,기타지붕,2020
대전광역시 유성구 상대동 459-27,122.34,일반목구조,단독주택,기타지붕,2017
대전광역시 유성구 상대동 459-29,149.85,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 상대동 459-31,145.05,일반목구조,단독주택,기타지붕,2017
대전광역시 유성구 상대동 459-33,148.84,철근콘크리트구조,단독주택,(철근)콘크리트,2020
대전광역시 유성구 상대동 459-34,158.21,철근콘크리트구조,단독주택,(철근)콘크리트,2020
대전광역시 유성구 상대동 459-38,141.2,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 상대동 459-4,113.5,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-41,115.37,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 상대동 459-42,119.4,일반목구조,단독주택,기타지붕,2022
대전광역시 유성구 상대동 459-43,126.99,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-45,136.5,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 상대동 459-46,123.12,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-47,136.99,철근콘크리트구조,단독주택,기타지붕,2021
대전광역시 유성구 상대동 459-48,135.26,기타강구조,단독주택,기타지붕,2016
대전광역시 유성구 상대동 459-49,91.71,일반목구조,단독주택,기와,2016
대전광역시 유성구 상대동 459-5,137.87,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 상대동 459-50,109.74,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-51,110.15,철근콘크리트구조,단독주택,기타지붕,2020
대전광역시 유성구 상대동 459-53,147.75,기타강구조,단독주택,기타지붕,2018
대전광역시 유성구 상대동 459-54,136.65,철근콘크리트구조,단독주택,(철근)콘크리트,2020
대전광역시 유성구 상대동 459-55,137.46,일반목구조,단독주택,기타지붕,2022
대전광역시 유성구 상대동 459-56,133.42,스틸하우스조,단독주택,기타지붕,2020
대전광역시 유성구 상대동 459-57,123.48,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-58,119.03,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 상대동 459-59,137.42,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-6,146.12,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-60,141.19,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 상대동 459-61,140.86,경량철골구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 상대동 459-7,146.85,기타강구조,단독주택,기타지붕,2019
대전광역시 유성구 상대동 459-8,173.55,철근콘크리트구조,단독주택,(철근)콘크리트,2016
대전광역시 유성구 상대동 459-9,136.45,일반목구조,단독주택,기타지붕,2020
대전광역시 유성구 상대동 462,8268.7435,철근콘크리트구조,교육연구시설,(철근)콘크리트,2011
대전광역시 유성구 상대동 464,10220.661,철근콘크리트구조,공동주택,(철근)콘크리트,2014
대전광역시 유성구 상대동 465,6877.72,철근콘크리트구조,공동주택,기타지붕,2010
대전광역시 유성구 상대동 468-2,147.93,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 468-3,141.51,철근콘크리트구조,단독주택,기타지붕,2012
대전광역시 유성구 상대동 468-4,142.58,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 468-5,132.89,경량철골구조,단독주택,기타지붕,2016
대전광역시 유성구 상대동 468-6,139.965,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 상대동 469-1,176.4,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 상대동 469-10,165.6,철근콘크리트구조,단독주택,(철근)콘크리트,2013
