대지위치,건축면적,주구조,용도,지붕구조,사용승인년도
대전광역시 유성구 대정동 315-1,684.16,일반철골구조,제1종근린생활시설,(철근)콘크리트,2012
대전광역시 유성구 대정동 315-3,475.2,일반철골구조,제1종근린생활시설,기타지붕,2012
대전광역시 유성구 대정동 316-1,16155.6,철근콘크리트구조,공동주택,기타지붕,2004
대전광역시 유성구 대정동 317-1,5736.606,벽돌구조,공동주택,(철근)콘크리트,2006
대전광역시 유성구 대정동 33-1,67.0,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 333-1,99.71,벽돌구조,단독주택,(철근)콘크리트,1982
대전광역시 유성구 대정동 335,70.0,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 336,99.0,블록구조,단독주택,기와,1980
대전광역시 유성구 대정동 339,97.47,벽돌구조,단독주택,(철근)콘크리트,2003
대전광역시 유성구 대정동 340,83.0,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 340-2,78.4,철근콘크리트구조,단독주택,(철근)콘크리트,1980
대전광역시 유성구 대정동 341-2,102.0,벽돌구조,제1종근린생활시설,슬레이트,1980
대전광역시 유성구 대정동 341-5,66.0,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 344,42.56,경량철골구조,제1종근린생활시설,기타지붕,2019
대전광역시 유성구 대정동 345,66.0,경량철골구조,제1종근린생활시설,기타지붕,2003
대전광역시 유성구 대정동 345-2,161.16,경량철골구조,창고시설,기타지붕,2003
대전광역시 유성구 대정동 347-1,187.28,일반목구조,단독주택,기와,1980
대전광역시 유성구 대정동 347-2,56.0,일반목구조,단독주택,기와,1980
대전광역시 유성구 대정동 347-4,73.08,벽돌구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 347-5,96.84,경량철골구조,단독주택,기타지붕,2005
대전광역시 유성구 대정동 347-6,164.55,일반철골구조,제2종근린생활시설,기타지붕,2003
대전광역시 유성구 대정동 347-9,73.08,벽돌구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 354,87.6,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 대정동 358-1,172.58,벽돌구조,단독주택,(철근)콘크리트,1988
대전광역시 유성구 대정동 358-7,98.58,벽돌구조,단독주택,(철근)콘크리트,1988
대전광역시 유성구 대정동 358-9,150.41,블록구조,동.식물관련시설,슬레이트,1984
대전광역시 유성구 대정동 360-1,97.74,철근콘크리트구조,단독주택,(철근)콘크리트,2009
대전광역시 유성구 대정동 368-7,97.54,일반철골구조,제1종근린생활시설,기타지붕,2020
대전광역시 유성구 대정동 368-9,53.3,철근콘크리트구조,단독주택,(철근)콘크리트,2005
대전광역시 유성구 대정동 37-28,280.0,경량철골구조,제2종근린생활시설,기타지붕,2004
대전광역시 유성구 대정동 37-5,1898.35,일반철골구조,제2종근린생활시설,기타지붕,2003
대전광역시 유성구 대정동 37-9,1935.98,일반철골구조,제2종근린생활시설,기타지붕,2005
대전광역시 유성구 대정동 370-9,135.65,벽돌구조,단독주택,슬레이트,1979
대전광역시 유성구 대정동 373,146.25,일반목구조,제2종근린생활시설,기와,1980
대전광역시 유성구 대정동 374,153.03,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 대정동 375,94.25,일반목구조,단독주택,(철근)콘크리트,1988
대전광역시 유성구 대정동 376,135.0,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 377,366.75,일반철골구조,제1종근린생활시설,기타지붕,2020
대전광역시 유성구 대정동 378-2,259.6,일반철골구조,제1종근린생활시설,기타지붕,2020
대전광역시 유성구 대정동 379-3,259.6,일반철골구조,제1종근린생활시설,기타지붕,2020
대전광역시 유성구 대정동 381,66.95,일반목구조,제2종근린생활시설,기타지붕,2003
대전광역시 유성구 대정동 383-1,93.0,블록구조,단독주택,슬레이트,1975
대전광역시 유성구 대정동 385,26.0,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 386-1,107.715,벽돌구조,단독주택,기와,1978
대전광역시 유성구 대정동 386-8,173.32,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1997
대전광역시 유성구 대정동 399-4,397.8,일반철골구조,동.식물관련시설,기타지붕,2005
대전광역시 유성구 대정동 433,291.6,일반철골구조,제1종근린생활시설,기타지붕,2018
대전광역시 유성구 대정동 433-13,325.95,일반철골구조,제1종근린생활시설,기타지붕,2018
대전광역시 유성구 대정동 433-7,402.97,일반철골구조,제2종근린생활시설,기타지붕,2018
대전광역시 유성구 대정동 433-8,161.54,일반철골구조,제2종근린생활시설,기타지붕,2021
대전광역시 유성구 대정동 439-1,297.6,일반철골구조,동.식물관련시설,기타지붕,2022
대전광역시 유성구 대정동 442-1,167.96,벽돌구조,단독주택,(철근)콘크리트,1997
대전광역시 유성구 대정동 443-1,86.5,벽돌구조,단독주택,(철근)콘크리트,1999
대전광역시 유성구 대정동 443-10,84.96,벽돌구조,단독주택,기타지붕,2009
대전광역시 유성구 대정동 443-11,389.69,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2023
대전광역시 유성구 대정동 443-15,52.96,벽돌구조,단독주택,기타지붕,1975
대전광역시 유성구 대정동 443-19,75.0,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 443-2,121.12,철근콘크리트구조,단독주택,(철근)콘크리트,2007
대전광역시 유성구 대정동 443-20,178.8,경량철골구조,창고시설,기타지붕,2017
대전광역시 유성구 대정동 443-3,94.08,벽돌구조,단독주택,(철근)콘크리트,2011
대전광역시 유성구 대정동 443-4,71.0,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 443-5,95.51,벽돌구조,단독주택,(철근)콘크리트,1990
대전광역시 유성구 대정동 443-7,97.78,벽돌구조,단독주택,(철근)콘크리트,1995
대전광역시 유성구 대정동 444,92.28,벽돌구조,단독주택,(철근)콘크리트,1989
대전광역시 유성구 대정동 444-1,108.9,철근콘크리트구조,단독주택,기타지붕,2017
대전광역시 유성구 대정동 444-2,92.74,철근콘크리트구조,단독주택,(철근)콘크리트,2017
대전광역시 유성구 대정동 444-7,63.0,경량철골구조,제2종근린생활시설,기타지붕,2017
대전광역시 유성구 대정동 445,94.3,블록구조,단독주택,(철근)콘크리트,1980
대전광역시 유성구 대정동 447-1,220.76,경량철골구조,단독주택,기타지붕,2022
대전광역시 유성구 대정동 458-4,66.1,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 47-2,386.8,경량철골구조,단독주택,기타지붕,2004
대전광역시 유성구 대정동 47-4,223.0,일반목구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 47-5,162.4,일반철골구조,제1종근린생활시설,기타지붕,2003
대전광역시 유성구 대정동 476-20,199.5,경량철골구조,창고시설,기타지붕,1995
대전광역시 유성구 대정동 476-6,69.12,경량철골구조,창고시설,기타지붕,1998
대전광역시 유성구 대정동 480-1,131.22,경량철골구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 481-2,167.39,철근콘크리트구조,단독주택,(철근)콘크리트,1998
대전광역시 유성구 대정동 482-4,149.67,철근콘크리트구조,단독주택,(철근)콘크리트,2001
대전광역시 유성구 대정동 494,97.6,경량철골구조,창고시설,기타지붕,2016
대전광역시 유성구 대정동 501-10,112.23,일반철골구조,제2종근린생활시설,기타지붕,2011
대전광역시 유성구 대정동 501-15,121.05,철근콘크리트구조,단독주택,(철근)콘크리트,2002
대전광역시 유성구 대정동 509-4,145.8,일반철골구조,운동시설,기타지붕,2016
대전광역시 유성구 대정동 51,65.0,벽돌구조,단독주택,기와,1980
대전광역시 유성구 대정동 51-7,110.0,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 510,132.21,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 515,154.4,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 516-2,112.0,벽돌구조,단독주택,기와,1978
대전광역시 유성구 대정동 516-4,74.0,벽돌구조,제2종근린생활시설,(철근)콘크리트,1979
대전광역시 유성구 대정동 518,235.0,일반목구조,단독주택,기와,1980
대전광역시 유성구 대정동 518-12,140.61,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2016
대전광역시 유성구 대정동 518-2,109.64,벽돌구조,제2종근린생활시설,(철근)콘크리트,1999
대전광역시 유성구 대정동 518-4,113.05,벽돌구조,단독주택,기와,1978
대전광역시 유성구 대정동 518-5,136.44,철근콘크리트구조,단독주택,(철근)콘크리트,2020
대전광역시 유성구 대정동 518-9,113.97,철근콘크리트구조,단독주택,(철근)콘크리트,2013
대전광역시 유성구 대정동 525-1,98.4,블록구조,단독주택,슬레이트,1985
대전광역시 유성구 대정동 529-2,112.0,벽돌구조,단독주택,기와,1978
대전광역시 유성구 대정동 532-1,99.04,경량철골구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 533,72.0,벽돌구조,단독주택,슬레이트,1977
대전광역시 유성구 대정동 533-1,50.0,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 534-1,79.03,경량철골구조,단독주택,기타지붕,2010
대전광역시 유성구 대정동 534-2,106.67,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 유성구 대정동 534-3,120.82,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 유성구 대정동 536-8,198.0,일반철골구조,창고시설,기타지붕,2013
대전광역시 유성구 대정동 537,341.0,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 537-10,87.78,철근콘크리트구조,단독주택,(철근)콘크리트,2012
대전광역시 유성구 대정동 537-11,89.51,벽돌구조,단독주택,슬레이트,1996
대전광역시 유성구 대정동 537-12,112.11,철근콘크리트구조,단독주택,(철근)콘크리트,2005
대전광역시 유성구 대정동 537-13,58.9,벽돌구조,단독주택,슬레이트,1978
대전광역시 유성구 대정동 537-14,66.57,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 대정동 537-3,120.0,벽돌구조,단독주택,기와,1978
대전광역시 유성구 대정동 537-5,122.82,경량철골구조,단독주택,기타지붕,2014
대전광역시 유성구 대정동 537-6,56.0,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 537-8,135.54,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2011
대전광역시 유성구 대정동 537-9,93.01,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 유성구 대정동 538,157.0,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 539-1,178.1,일반철골구조,제2종근린생활시설,기타지붕,2020
대전광역시 유성구 대정동 539-3,114.0,벽돌구조,단독주택,기와,1978
대전광역시 유성구 대정동 539-4,98.97,일반목구조,단독주택,기타지붕,2011
대전광역시 유성구 대정동 539-5,93.53,철근콘크리트구조,단독주택,(철근)콘크리트,2011
대전광역시 유성구 대정동 539-6,128.9,블록구조,단독주택,슬레이트,1978
대전광역시 유성구 대정동 54,94.0,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 54-27,78.947,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1996
대전광역시 유성구 대정동 540-10,125.81,철근콘크리트구조,제2종근린생활시설,슬레이트,1980
대전광역시 유성구 대정동 540-3,92.3,벽돌구조,단독주택,(철근)콘크리트,1998
대전광역시 유성구 대정동 540-8,88.31,일반목구조,단독주택,기타지붕,2014
대전광역시 유성구 대정동 541-5,97.44,벽돌구조,단독주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 542,70.53,경량철골구조,단독주택,기타지붕,2011
대전광역시 유성구 대정동 544-1,110.76,벽돌구조,단독주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 544-2,85.9375,경량철골구조,창고시설,기타지붕,2012
대전광역시 유성구 대정동 544-3,129.0,일반목구조,단독주택,기타지붕,2012
대전광역시 유성구 대정동 548,186.9,철근콘크리트구조,단독주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 554-1,106.0,벽돌구조,단독주택,슬레이트,1974
대전광역시 유성구 대정동 555-1,182.67,일반철골구조,제2종근린생활시설,기타지붕,2007
대전광역시 유성구 대정동 555-2,166.72,일반철골구조,제2종근린생활시설,기타지붕,2018
대전광역시 유성구 대정동 555-3,885.37,일반철골구조,제2종근린생활시설,(철근)콘크리트,2013
대전광역시 유성구 대정동 555-4,337.58,일반철골구조,창고시설,기타지붕,2014
대전광역시 유성구 대정동 559-13,404.46,강파이프구조,동.식물관련시설,기타지붕,2002
대전광역시 유성구 대정동 559-14,174.13,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 대정동 559-15,232.44,블록구조,동.식물관련시설,슬레이트,1980
대전광역시 유성구 대정동 559-34,82.2,벽돌구조,창고시설,기타지붕,2010
대전광역시 유성구 대정동 559-42,98.0,일반철골구조,창고시설,기타지붕,2018
대전광역시 유성구 대정동 559-7,97.06,벽돌구조,단독주택,(철근)콘크리트,1996
대전광역시 유성구 대정동 56-3,48.6,벽돌구조,동.식물관련시설,슬레이트,1974
대전광역시 유성구 대정동 561-10,102.15,경량철골구조,단독주택,기타지붕,2001
대전광역시 유성구 대정동 561-4,231.29,일반철골구조,제1종근린생활시설,기타지붕,2022
대전광역시 유성구 대정동 562-2,92.05,블록구조,단독주택,슬레이트,1979
대전광역시 유성구 대정동 562-5,150.0,벽돌구조,단독주택,슬레이트,1978
대전광역시 유성구 대정동 60-1,112.85,철근콘크리트구조,공동주택,(철근)콘크리트,2002
대전광역시 유성구 대정동 64-1,57.73,일반철골구조,제1종근린생활시설,(철근)콘크리트,2005
대전광역시 유성구 대정동 64-3,130.5,경량철골구조,제1종근린생활시설,기타지붕,2005
대전광역시 유성구 대정동 64-5,134.4,일반철골구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 대정동 67,132.3,경량철골구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 67-1,200.0,일반철골구조,제2종근린생활시설,기타지붕,2003
대전광역시 유성구 대정동 67-2,370.0,경량철골구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 679-22,147.0,일반목구조,단독주택,기타지붕,1980
대전광역시 유성구 대정동 679-6,169.8,철근콘크리트구조,단독주택,(철근)콘크리트,2003
대전광역시 유성구 대정동 68,64.8,벽돌구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 68-1,97.2,블록구조,공동주택,기타지붕,2003
대전광역시 유성구 대정동 68-2,97.2,블록구조,단독주택,기타지붕,2004
대전광역시 유성구 대정동 68-3,64.8,벽돌구조,단독주택,기타지붕,2003
대전광역시 유성구 대정동 69-1,158.4,벽돌구조,공동주택,기타지붕,2005
대전광역시 유성구 대정동 69-13,158.4,벽돌구조,공동주택,기타지붕,2005
대전광역시 유성구 대정동 71-4,162.18,통나무구조,단독주택,기타지붕,2006
대전광역시 유성구 대정동 71-5,162.0,통나무구조,제1종근린생활시설,기타지붕,2006
대전광역시 유성구 대정동 73-1,54.9,블록구조,단독주택,기와,1983
대전광역시 유성구 대정동 74,125.12,철근콘크리트구조,공동주택,(철근)콘크리트,2005
대전광역시 유성구 대정동 79,79.29,철근콘크리트구조,공동주택,(철근)콘크리트,2006
대전광역시 유성구 대정동 79-1,81.08,철근콘크리트구조,공동주택,(철근)콘크리트,2005
대전광역시 유성구 대정동 79-2,73.1,철근콘크리트구조,공동주택,(철근)콘크리트,2005
대전광역시 유성구 대정동 79-3,80.6,철근콘크리트구조,공동주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 79-4,76.98,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2005
대전광역시 유성구 대정동 79-5,80.16,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2004
대전광역시 유성구 대정동 8,67.0,일반목구조,단독주택,슬레이트,1980
대전광역시 유성구 대정동 8-2,73.5,벽돌구조,단독주택,(철근)콘크리트,1991
대전광역시 유성구 대정동 80,42.66,벽돌구조,단독주택,기타지붕,2005
대전광역시 유성구 대정동 81,102.42,벽돌구조,단독주택,기타지붕,2005
대전광역시 유성구 대정동 90-1,109.62,철근콘크리트구조,공동주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 90-2,109.62,철근콘크리트구조,공동주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 91,169.85,일반목구조,단독주택,기와,1980
대전광역시 유성구 대정동 92,198.66,블록구조,단독주택,슬레이트,1983
대전광역시 유성구 대정동 94,43.2,벽돌구조,공동주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 94-1,66.6,벽돌구조,공동주택,(철근)콘크리트,2004
대전광역시 유성구 대정동 94-2,66.6,벽돌구조,단독주택,기타지붕,2004
대전광역시 유성구 대정동 98,345.87,경량철골구조,공동주택,기타지붕,2005
대전광역시 유성구 대정동 98-1,349.13,경량철골구조,공동주택,기타지붕,2005
대전광역시 유성구 덕명동 10-11,2528.64,일반철골구조,운동시설,기타지붕,2017
대전광역시 유성구 덕명동 100,99.18,벽돌구조,단독주택,기와,1980
대전광역시 유성구 덕명동 107-3,16.53,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 덕명동 108-13,128.92,일반목구조,단독주택,기와,1980
대전광역시 유성구 덕명동 108-6,76.03,블록구조,단독주택,슬레이트,1980
대전광역시 유성구 덕명동 124,7927.14,철근콘크리트구조,교육연구시설,기와,1989
대전광역시 유성구 덕명동 127,221.34,철근콘크리트구조,공동주택,(철근)콘크리트,2022
대전광역시 유성구 덕명동 128-8,74.1,철근콘크리트구조,단독주택,(철근)콘크리트,2009
대전광역시 유성구 덕명동 138-1,145.45,벽돌구조,단독주택,기타지붕,1980
대전광역시 유성구 덕명동 142-14,767.22,철근콘크리트구조,종교시설,(철근)콘크리트,2013
대전광역시 유성구 덕명동 15-12,161.98,일반목구조,단독주택,기타지붕,1980
대전광역시 유성구 덕명동 15-19,36.36,벽돌구조,단독주택,기타지붕,1980
대전광역시 유성구 덕명동 153,506.24,철근콘크리트구조,교육연구시설,(철근)콘크리트,2020
대전광역시 유성구 덕명동 154,129.58,벽돌구조,단독주택,기타지붕,1983
대전광역시 유성구 덕명동 154-3,211.66,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2003
대전광역시 유성구 덕명동 154-4,111.12,철근콘크리트구조,단독주택,(철근)콘크리트,2001
대전광역시 유성구 덕명동 154-6,173.96,경량철골구조,제2종근린생활시설,기타지붕,1980
대전광역시 유성구 덕명동 155,513.55,철근콘크리트구조,교육연구시설,(철근)콘크리트,2018
대전광역시 유성구 덕명동 155-1,231.72,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2003
대전광역시 유성구 덕명동 155-6,65.83,철근콘크리트구조,노유자시설,(철근)콘크리트,2012
대전광역시 유성구 덕명동 156-4,273.51,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2020
대전광역시 유성구 덕명동 158,99.17,벽돌구조,단독주택,기타지붕,1980
대전광역시 유성구 덕명동 16-1,42377.245,철근콘크리트구조,교육연구시설,(철근)콘크리트,2001
대전광역시 유성구 덕명동 16-20,17.76,경량철골구조,제1종근린생활시설,기타지붕,2003
대전광역시 유성구 덕명동 160-5,181.82,벽돌구조,동.식물관련시설,슬레이트,1980
대전광역시 유성구 덕명동 168,59.5,벽돌구조,단독주택,기와,1980
대전광역시 유성구 덕명동 171-10,648.46,철근콘크리트구조,종교시설,기타지붕,2013
대전광역시 유성구 덕명동 171-13,778.37,일반철골구조,제2종근린생활시설,(철근)콘크리트,2012
대전광역시 유성구 덕명동 171-3,357.75,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2013
대전광역시 유성구 덕명동 171-57,897.89,철근콘크리트구조,종교시설,기타지붕,2015
대전광역시 유성구 덕명동 171-6,517.36,철근콘크리트구조,의료시설,(철근)콘크리트,2015
대전광역시 유성구 덕명동 171-62,261.0,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2008
대전광역시 유성구 덕명동 171-83,159.7,일반철골구조,제2종근린생활시설,기타지붕,2014
대전광역시 유성구 덕명동 171-92,398.87,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2017
대전광역시 유성구 덕명동 172,188.23,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2016
대전광역시 유성구 덕명동 172-1,162.39,일반철골구조,제2종근린생활시설,기타지붕,2001
대전광역시 유성구 덕명동 172-2,247.91,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2003
대전광역시 유성구 덕명동 173,141.57,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2017
대전광역시 유성구 덕명동 174-1,1583.908,일반철골구조,창고시설,기타지붕,2015
대전광역시 유성구 덕명동 174-11,71.19,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2014
대전광역시 유성구 덕명동 174-4,272.93,철근콘크리트구조,제2종근린생활시설,기타지붕,1997
대전광역시 유성구 덕명동 174-6,237.82,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2012
대전광역시 유성구 덕명동 176,61.16,벽돌구조,단독주택,기와,1980
대전광역시 유성구 덕명동 176-1,99.54,철근콘크리트구조,단독주택,(철근)콘크리트,2004
대전광역시 유성구 덕명동 176-12,829.83,일반철골구조,운동시설,(철근)콘크리트,2003
대전광역시 유성구 덕명동 176-18,76.755,철근콘크리트구조,단독주택,(철근)콘크리트,2002
대전광역시 유성구 덕명동 176-2,105.84,철근콘크리트구조,공동주택,(철근)콘크리트,2003
대전광역시 유성구 덕명동 176-23,102.0,벽돌구조,단독주택,(철근)콘크리트,1992
대전광역시 유성구 덕명동 176-25,127.82,철근콘크리트구조,단독주택,(철근)콘크리트,1997
대전광역시 유성구 덕명동 176-3,328.8,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,1997
대전광역시 유성구 덕명동 176-36,99.15,철근콘크리트구조,단독주택,(철근)콘크리트,2004
대전광역시 유성구 덕명동 176-40,101.91,철근콘크리트구조,단독주택,(철근)콘크리트,2002
대전광역시 유성구 덕명동 176-41,105.84,철근콘크리트구조,공동주택,(철근)콘크리트,2003
대전광역시 유성구 덕명동 176-70,167.52,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2022
대전광역시 유성구 덕명동 176-8,85.95,벽돌구조,단독주택,기와,1980
대전광역시 유성구 덕명동 177-1,28.06,블록구조,창고시설,슬레이트,1984
대전광역시 유성구 덕명동 177-2,96.48,경량철골구조,제1종근린생활시설,기타지붕,2018
대전광역시 유성구 덕명동 177-7,198.43,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2019
대전광역시 유성구 덕명동 178,107.94,철근콘크리트구조,단독주택,(철근)콘크리트,2007
대전광역시 유성구 덕명동 178-2,106.73,철근콘크리트구조,단독주택,(철근)콘크리트,2007
대전광역시 유성구 덕명동 178-4,84.96,경량철골구조,제1종근린생활시설,기타지붕,2008
대전광역시 유성구 덕명동 179-1,298.17,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2002
대전광역시 유성구 덕명동 179-12,50.74,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2017
대전광역시 유성구 덕명동 179-2,196.5,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2017
대전광역시 유성구 덕명동 179-5,134.95,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,1997
대전광역시 유성구 덕명동 180,1135.95,철근콘크리트구조,노유자시설,(철근)콘크리트,1999
대전광역시 유성구 덕명동 180-1,54.0,경량철골구조,제1종근린생활시설,기타지붕,2006
대전광역시 유성구 덕명동 181-1,106.51,경량철골구조,제2종근린생활시설,기타지붕,2002
대전광역시 유성구 덕명동 181-2,654.75,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2013
대전광역시 유성구 덕명동 181-3,216.1,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2005
대전광역시 유성구 덕명동 181-5,34.16,경량철골구조,제1종근린생활시설,기타지붕,2005
대전광역시 유성구 덕명동 182-1,208.2,철근콘크리트구조,제2종근린생활시설,기타지붕,2004
대전광역시 유성구 덕명동 182-2,104.73,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2006
대전광역시 유성구 덕명동 182-5,127.85,기타조적구조,제2종근린생활시설,기타지붕,2011
대전광역시 유성구 덕명동 182-6,234.23,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2016
대전광역시 유성구 덕명동 182-9,225.6,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 덕명동 183,99.525,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2010
대전광역시 유성구 덕명동 184-1,194.96,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2023
대전광역시 유성구 덕명동 184-17,106.305,경량철골구조,제1종근린생활시설,기타지붕,2014
대전광역시 유성구 덕명동 184-21,191.83,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2023
대전광역시 유성구 덕명동 184-3,89.31,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2018
대전광역시 유성구 덕명동 184-5,209.72,철근콘크리트구조,단독주택,(철근)콘크리트,2021
대전광역시 유성구 덕명동 185,233.28,경량철골구조,제1종근린생활시설,기타지붕,2010
대전광역시 유성구 덕명동 186,193.57,철근콘크리트구조,단독주택,(철근)콘크리트,2019
대전광역시 유성구 덕명동 186-1,173.98,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2021
대전광역시 유성구 덕명동 186-2,174.82,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2021
대전광역시 유성구 덕명동 187-2,136.18,철근콘크리트구조,단독주택,(철근)콘크리트,2003
대전광역시 유성구 덕명동 191-10,97.51,철근콘크리트구조,제1종근린생활시설,(철근)콘크리트,2022
대전광역시 유성구 덕명동 191-14,147.87,철근콘크리트구조,단독주택,(철근)콘크리트,1998
대전광역시 유성구 덕명동 191-21,128.63,철근콘크리트구조,단독주택,(철근)콘크리트,2003
대전광역시 유성구 덕명동 191-22,163.76,철근콘크리트구조,단독주택,(철근)콘크리트,2003
대전광역시 유성구 덕명동 191-23,150.0,철근콘크리트구조,제2종근린생활시설,(철근)콘크리트,2001
대전광역시 유성구 덕명동 191-31,66.3,통나무구조,제2종근린생활시설,기와,2004
대전광역시 유성구 덕명동 191-6,176.84,철근콘크리트구조,단독주택,(철근)콘크리트,2005
대전광역시 유성구 덕명동 191-7,193.77,철근콘크리트구조,단독주택,기타지붕,2022
대전광역시 유성구 덕명동 191-8,124.61,철근콘크리트구조,단독주택,(철근)콘크리트,2003
대전광역시 유성구 덕명동 192,512.39,벽돌구조,단독주택,기타지붕,1980
대전광역시 유성구 덕명동 192-1,124.77,철근콘크리트구조,단독주택,(철근)콘크리트,2006
대전광역시 유성구 덕명동 192-10,175.56,철근콘크리트구조,단독주택,(철근)콘크리트,2002
대전광역시 유성구 덕명동 192-11,108.51,철근콘크리트구조,단독주택,(철근)콘크리트,2000
대전광역시 유성구 덕명동 192-12,132.23,벽돌구조,단독주택,(철근)콘크리트,1980
대전광역시 유성구 덕명동 192-13,203.53,철근콘크리트구조,단독주택,기와,2004
대전광역시 유성구 덕명동 192-15,49.59,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 덕명동 192-18,109.37,일반목구조,단독주택,기타지붕,2012
대전광역시 유성구 덕명동 192-2,125.83,벽돌구조,단독주택,기와,1992
대전광역시 유성구 덕명동 192-21,208.01,철골콘크리트구조,단독주택,(철근)콘크리트,2000
대전광역시 유성구 덕명동 192-24,95.55,벽돌구조,단독주택,기타지붕,2015
대전광역시 유성구 덕명동 192-27,36.36,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 덕명동 192-3,73.72,벽돌구조,단독주택,슬레이트,1980
대전광역시 유성구 덕명동 192-37,105.0,철근콘크리트구조,단독주택,(철근)콘크리트,2000
대전광역시 유성구 덕명동 192-7,76.2,벽돌구조,단독주택,(철근)콘크리트,1988
대전광역시 유성구 덕명동 192-8,60.18,일반목구조,단독주택,기타지붕,2013
